company_short,year,bertopic_topic,topic_chunk_count,total_valid_chunks,topic_proportion
JD,2024,30,4,172,0.023255813953488372
JD,2024,32,1,172,0.005813953488372093
JD,2024,33,1,172,0.005813953488372093
JD,2024,35,1,172,0.005813953488372093
JD,2024,36,1,172,0.005813953488372093
JD,2024,37,5,172,0.029069767441860465
JD,2024,38,1,172,0.005813953488372093
JD,2024,39,1,172,0.005813953488372093
JD,2024,43,2,172,0.011627906976744186
JD,2024,44,2,172,0.011627906976744186
JD,2024,45,3,172,0.01744186046511628
JD,2024,47,3,172,0.01744186046511628
JD,2024,48,6,172,0.03488372093023256
JD,2024,49,2,172,0.011627906976744186
JD,2024,50,1,172,0.005813953488372093
JD,2024,51,1,172,0.005813953488372093
JD,2024,53,1,172,0.005813953488372093
JD,2024,54,1,172,0.005813953488372093
JD,2024,55,3,172,0.01744186046511628
JD,2024,57,1,172,0.005813953488372093
JD,2024,58,2,172,0.011627906976744186
JD,2024,59,5,172,0.029069767441860465
MKS,2019,0,19,135,0.14074074074074075
MKS,2019,1,8,135,0.05925925925925926
MKS,2019,2,9,135,0.06666666666666667
MKS,2019,3,7,135,0.05185185185185185
MKS,2019,4,4,135,0.02962962962962963
MKS,2019,7,4,135,0.02962962962962963
MKS,2019,8,6,135,0.044444444444444446
MKS,2019,9,2,135,0.014814814814814815
MKS,2019,11,2,135,0.014814814814814815
MKS,2019,12,1,135,0.007407407407407408
MKS,2019,13,5,135,0.037037037037037035
MKS,2019,14,2,135,0.014814814814814815
MKS,2019,15,2,135,0.014814814814814815
MKS,2019,17,1,135,0.007407407407407408
MKS,2019,18,3,135,0.022222222222222223
MKS,2019,19,3,135,0.022222222222222223
MKS,2019,20,1,135,0.007407407407407408
MKS,2019,21,3,135,0.022222222222222223
MKS,2019,22,9,135,0.06666666666666667
MKS,2019,23,2,135,0.014814814814814815
MKS,2019,26,1,135,0.007407407407407408
MKS,2019,27,7,135,0.05185185185185185
MKS,2019,29,1,135,0.007407407407407408
MKS,2019,30,2,135,0.014814814814814815
MKS,2019,31,3,135,0.022222222222222223
MKS,2019,32,1,135,0.007407407407407408
MKS,2019,34,4,135,0.02962962962962963
MKS,2019,35,1,135,0.007407407407407408
MKS,2019,36,2,135,0.014814814814814815
MKS,2019,39,2,135,0.014814814814814815
MKS,2019,40,1,135,0.007407407407407408
MKS,2019,41,4,135,0.02962962962962963
MKS,2019,44,1,135,0.007407407407407408
MKS,2019,47,2,135,0.014814814814814815
MKS,2019,50,1,135,0.007407407407407408
MKS,2019,51,2,135,0.014814814814814815
MKS,2019,53,1,135,0.007407407407407408
MKS,2019,54,1,135,0.007407407407407408
MKS,2019,55,1,135,0.007407407407407408
MKS,2019,56,2,135,0.014814814814814815
MKS,2019,57,1,135,0.007407407407407408
MKS,2019,58,1,135,0.007407407407407408
MKS,2020,0,30,164,0.18292682926829268
MKS,2020,1,10,164,0.06097560975609756
MKS,2020,2,6,164,0.036585365853658534
MKS,2020,3,7,164,0.042682926829268296
MKS,2020,4,2,164,0.012195121951219513
MKS,2020,5,2,164,0.012195121951219513
MKS,2020,7,5,164,0.03048780487804878
MKS,2020,8,2,164,0.012195121951219513
MKS,2020,9,5,164,0.03048780487804878
MKS,2020,11,11,164,0.06707317073170732
MKS,2020,12,1,164,0.006097560975609756
MKS,2020,13,3,164,0.018292682926829267
MKS,2020,14,5,164,0.03048780487804878
MKS,2020,15,1,164,0.006097560975609756
MKS,2020,17,1,164,0.006097560975609756
MKS,2020,18,3,164,0.018292682926829267
MKS,2020,19,8,164,0.04878048780487805
MKS,2020,21,4,164,0.024390243902439025
MKS,2020,22,4,164,0.024390243902439025
MKS,2020,23,2,164,0.012195121951219513
MKS,2020,25,1,164,0.006097560975609756
MKS,2020,26,1,164,0.006097560975609756
MKS,2020,27,6,164,0.036585365853658534
MKS,2020,28,1,164,0.006097560975609756
MKS,2020,29,4,164,0.024390243902439025
MKS,2020,30,1,164,0.006097560975609756
MKS,2020,31,12,164,0.07317073170731707
MKS,2020,33,2,164,0.012195121951219513
MKS,2020,34,6,164,0.036585365853658534
MKS,2020,36,2,164,0.012195121951219513
MKS,2020,39,1,164,0.006097560975609756
MKS,2020,40,1,164,0.006097560975609756
MKS,2020,41,3,164,0.018292682926829267
MKS,2020,47,1,164,0.006097560975609756
MKS,2020,49,2,164,0.012195121951219513
MKS,2020,53,1,164,0.006097560975609756
MKS,2020,54,2,164,0.012195121951219513
MKS,2020,55,2,164,0.012195121951219513
MKS,2020,57,2,164,0.012195121951219513
MKS,2020,58,1,164,0.006097560975609756
MKS,2021,0,25,163,0.15337423312883436
MKS,2021,1,12,163,0.0736196319018405
MKS,2021,2,13,163,0.07975460122699386
MKS,2021,3,8,163,0.049079754601226995
MKS,2021,4,1,163,0.006134969325153374
MKS,2021,5,3,163,0.018404907975460124
MKS,2021,7,3,163,0.018404907975460124
MKS,2021,8,5,163,0.03067484662576687
MKS,2021,9,4,163,0.024539877300613498
MKS,2021,10,2,163,0.012269938650306749
MKS,2021,11,6,163,0.03680981595092025
MKS,2021,12,2,163,0.012269938650306749
MKS,2021,13,6,163,0.03680981595092025
MKS,2021,14,1,163,0.006134969325153374
MKS,2021,15,1,163,0.006134969325153374
MKS,2021,17,3,163,0.018404907975460124
MKS,2021,18,1,163,0.006134969325153374
MKS,2021,19,6,163,0.03680981595092025
MKS,2021,20,2,163,0.012269938650306749
MKS,2021,21,3,163,0.018404907975460124
MKS,2021,22,5,163,0.03067484662576687
MKS,2021,23,2,163,0.012269938650306749
MKS,2021,26,1,163,0.006134969325153374
MKS,2021,27,6,163,0.03680981595092025
MKS,2021,28,1,163,0.006134969325153374
MKS,2021,29,2,163,0.012269938650306749
MKS,2021,30,2,163,0.012269938650306749
MKS,2021,31,9,163,0.05521472392638037
MKS,2021,33,2,163,0.012269938650306749
MKS,2021,34,3,163,0.018404907975460124
MKS,2021,36,1,163,0.006134969325153374
MKS,2021,38,1,163,0.006134969325153374
MKS,2021,39,2,163,0.012269938650306749
MKS,2021,40,1,163,0.006134969325153374
MKS,2021,41,3,163,0.018404907975460124
MKS,2021,44,1,163,0.006134969325153374
MKS,2021,45,1,163,0.006134969325153374
MKS,2021,46,1,163,0.006134969325153374
MKS,2021,47,1,163,0.006134969325153374
MKS,2021,49,1,163,0.006134969325153374
MKS,2021,51,1,163,0.006134969325153374
MKS,2021,53,2,163,0.012269938650306749
MKS,2021,54,1,163,0.006134969325153374
MKS,2021,55,1,163,0.006134969325153374
MKS,2021,56,2,163,0.012269938650306749
MKS,2021,57,3,163,0.018404907975460124
MKS,2022,0,24,162,0.14814814814814814
MKS,2022,1,9,162,0.05555555555555555
MKS,2022,2,10,162,0.06172839506172839
MKS,2022,3,8,162,0.04938271604938271
MKS,2022,4,2,162,0.012345679012345678
MKS,2022,5,4,162,0.024691358024691357
MKS,2022,7,5,162,0.030864197530864196
MKS,2022,8,3,162,0.018518518518518517
MKS,2022,9,4,162,0.024691358024691357
MKS,2022,10,3,162,0.018518518518518517
MKS,2022,11,9,162,0.05555555555555555
MKS,2022,12,1,162,0.006172839506172839
MKS,2022,13,3,162,0.018518518518518517
MKS,2022,14,3,162,0.018518518518518517
MKS,2022,15,1,162,0.006172839506172839
MKS,2022,17,4,162,0.024691358024691357
MKS,2022,18,1,162,0.006172839506172839
MKS,2022,19,8,162,0.04938271604938271
MKS,2022,20,1,162,0.006172839506172839
MKS,2022,21,2,162,0.012345679012345678
MKS,2022,22,9,162,0.05555555555555555
MKS,2022,23,1,162,0.006172839506172839
MKS,2022,25,1,162,0.006172839506172839
MKS,2022,26,3,162,0.018518518518518517
MKS,2022,27,5,162,0.030864197530864196
MKS,2022,28,2,162,0.012345679012345678
MKS,2022,29,2,162,0.012345679012345678
MKS,2022,30,1,162,0.006172839506172839
MKS,2022,31,6,162,0.037037037037037035
MKS,2022,33,1,162,0.006172839506172839
MKS,2022,34,3,162,0.018518518518518517
MKS,2022,36,1,162,0.006172839506172839
MKS,2022,38,4,162,0.024691358024691357
MKS,2022,39,1,162,0.006172839506172839
MKS,2022,40,2,162,0.012345679012345678
MKS,2022,41,3,162,0.018518518518518517
MKS,2022,43,1,162,0.006172839506172839
MKS,2022,46,1,162,0.006172839506172839
MKS,2022,47,1,162,0.006172839506172839
MKS,2022,50,1,162,0.006172839506172839
MKS,2022,52,1,162,0.006172839506172839
MKS,2022,53,1,162,0.006172839506172839
MKS,2022,54,1,162,0.006172839506172839
MKS,2022,55,1,162,0.006172839506172839
MKS,2022,56,2,162,0.012345679012345678
MKS,2022,58,2,162,0.012345679012345678
MKS,2023,0,26,160,0.1625
MKS,2023,1,4,160,0.025
MKS,2023,2,10,160,0.0625
MKS,2023,3,9,160,0.05625
MKS,2023,4,4,160,0.025
MKS,2023,5,3,160,0.01875
MKS,2023,7,1,160,0.00625
MKS,2023,8,3,160,0.01875
MKS,2023,9,7,160,0.04375
MKS,2023,10,4,160,0.025
MKS,2023,11,3,160,0.01875
MKS,2023,12,2,160,0.0125
MKS,2023,13,3,160,0.01875
MKS,2023,14,2,160,0.0125
MKS,2023,15,1,160,0.00625
MKS,2023,17,2,160,0.0125
MKS,2023,18,3,160,0.01875
MKS,2023,19,10,160,0.0625
MKS,2023,20,1,160,0.00625
MKS,2023,21,2,160,0.0125
MKS,2023,22,12,160,0.075
MKS,2023,23,1,160,0.00625
MKS,2023,25,1,160,0.00625
MKS,2023,26,3,160,0.01875
MKS,2023,27,6,160,0.0375
MKS,2023,28,2,160,0.0125
MKS,2023,29,2,160,0.0125
MKS,2023,30,1,160,0.00625
MKS,2023,31,4,160,0.025
MKS,2023,33,3,160,0.01875
MKS,2023,34,2,160,0.0125
MKS,2023,36,1,160,0.00625
MKS,2023,38,2,160,0.0125
MKS,2023,39,1,160,0.00625
MKS,2023,40,1,160,0.00625
MKS,2023,41,4,160,0.025
MKS,2023,44,1,160,0.00625
MKS,2023,45,3,160,0.01875
MKS,2023,49,1,160,0.00625
MKS,2023,50,1,160,0.00625
MKS,2023,52,2,160,0.0125
MKS,2023,53,2,160,0.0125
MKS,2023,54,1,160,0.00625
MKS,2023,55,1,160,0.00625
MKS,2023,56,1,160,0.00625
MKS,2023,58,1,160,0.00625
MKS,2024,0,21,147,0.14285714285714285
MKS,2024,1,5,147,0.034013605442176874
MKS,2024,2,8,147,0.05442176870748299
MKS,2024,3,5,147,0.034013605442176874
MKS,2024,4,4,147,0.027210884353741496
MKS,2024,5,1,147,0.006802721088435374
MKS,2024,7,6,147,0.04081632653061224
MKS,2024,8,5,147,0.034013605442176874
MKS,2024,9,1,147,0.006802721088435374
MKS,2024,10,5,147,0.034013605442176874
MKS,2024,12,2,147,0.013605442176870748
MKS,2024,13,4,147,0.027210884353741496
MKS,2024,14,3,147,0.02040816326530612
MKS,2024,15,1,147,0.006802721088435374
MKS,2024,17,2,147,0.013605442176870748
MKS,2024,18,3,147,0.02040816326530612
MKS,2024,19,11,147,0.07482993197278912
MKS,2024,20,1,147,0.006802721088435374
MKS,2024,21,1,147,0.006802721088435374
MKS,2024,22,9,147,0.061224489795918366
MKS,2024,23,2,147,0.013605442176870748
MKS,2024,26,2,147,0.013605442176870748
MKS,2024,27,6,147,0.04081632653061224
MKS,2024,29,1,147,0.006802721088435374
MKS,2024,30,1,147,0.006802721088435374
MKS,2024,31,5,147,0.034013605442176874
MKS,2024,32,1,147,0.006802721088435374
MKS,2024,34,4,147,0.027210884353741496
MKS,2024,36,2,147,0.013605442176870748
MKS,2024,38,4,147,0.027210884353741496
MKS,2024,39,2,147,0.013605442176870748
MKS,2024,40,1,147,0.006802721088435374
MKS,2024,41,3,147,0.02040816326530612
MKS,2024,44,1,147,0.006802721088435374
MKS,2024,45,3,147,0.02040816326530612
MKS,2024,47,1,147,0.006802721088435374
MKS,2024,49,1,147,0.006802721088435374
MKS,2024,51,1,147,0.006802721088435374
MKS,2024,53,2,147,0.013605442176870748
MKS,2024,54,1,147,0.006802721088435374
MKS,2024,55,1,147,0.006802721088435374
MKS,2024,56,2,147,0.013605442176870748
MKS,2024,57,1,147,0.006802721088435374
MKS,2024,58,1,147,0.006802721088435374
NEXT,2019,0,18,113,0.1592920353982301
NEXT,2019,1,2,113,0.017699115044247787
NEXT,2019,2,7,113,0.061946902654867256
NEXT,2019,3,6,113,0.05309734513274336
NEXT,2019,4,2,113,0.017699115044247787
NEXT,2019,5,11,113,0.09734513274336283
NEXT,2019,7,3,113,0.02654867256637168
NEXT,2019,8,2,113,0.017699115044247787
NEXT,2019,9,2,113,0.017699115044247787
NEXT,2019,11,1,113,0.008849557522123894
NEXT,2019,12,2,113,0.017699115044247787
NEXT,2019,13,7,113,0.061946902654867256
NEXT,2019,14,1,113,0.008849557522123894
NEXT,2019,15,5,113,0.04424778761061947
NEXT,2019,17,4,113,0.035398230088495575
NEXT,2019,18,3,113,0.02654867256637168
NEXT,2019,21,2,113,0.017699115044247787
NEXT,2019,23,2,113,0.017699115044247787
NEXT,2019,25,2,113,0.017699115044247787
NEXT,2019,26,1,113,0.008849557522123894
NEXT,2019,27,2,113,0.017699115044247787
NEXT,2019,28,1,113,0.008849557522123894
NEXT,2019,30,1,113,0.008849557522123894
NEXT,2019,32,6,113,0.05309734513274336
NEXT,2019,33,2,113,0.017699115044247787
NEXT,2019,35,1,113,0.008849557522123894
NEXT,2019,36,1,113,0.008849557522123894
NEXT,2019,39,1,113,0.008849557522123894
NEXT,2019,41,2,113,0.017699115044247787
NEXT,2019,44,1,113,0.008849557522123894
NEXT,2019,46,7,113,0.061946902654867256
NEXT,2019,47,1,113,0.008849557522123894
NEXT,2019,56,2,113,0.017699115044247787
NEXT,2019,60,2,113,0.017699115044247787
NEXT,2020,0,25,141,0.1773049645390071
NEXT,2020,1,1,141,0.0070921985815602835
NEXT,2020,2,12,141,0.0851063829787234
NEXT,2020,3,7,141,0.04964539007092199
NEXT,2020,4,7,141,0.04964539007092199
NEXT,2020,5,11,141,0.07801418439716312
NEXT,2020,7,3,141,0.02127659574468085
NEXT,2020,8,2,141,0.014184397163120567
NEXT,2020,9,3,141,0.02127659574468085
NEXT,2020,12,3,141,0.02127659574468085
NEXT,2020,13,5,141,0.03546099290780142
NEXT,2020,14,2,141,0.014184397163120567
NEXT,2020,15,6,141,0.0425531914893617
NEXT,2020,16,1,141,0.0070921985815602835
NEXT,2020,17,1,141,0.0070921985815602835
NEXT,2020,18,3,141,0.02127659574468085
NEXT,2020,21,3,141,0.02127659574468085
NEXT,2020,23,3,141,0.02127659574468085
NEXT,2020,25,3,141,0.02127659574468085
NEXT,2020,26,4,141,0.028368794326241134
NEXT,2020,27,1,141,0.0070921985815602835
NEXT,2020,30,1,141,0.0070921985815602835
NEXT,2020,32,5,141,0.03546099290780142
NEXT,2020,33,3,141,0.02127659574468085
NEXT,2020,34,1,141,0.0070921985815602835
NEXT,2020,35,1,141,0.0070921985815602835
NEXT,2020,36,2,141,0.014184397163120567
NEXT,2020,39,1,141,0.0070921985815602835
NEXT,2020,40,2,141,0.014184397163120567
NEXT,2020,41,1,141,0.0070921985815602835
NEXT,2020,43,1,141,0.0070921985815602835
NEXT,2020,44,3,141,0.02127659574468085
NEXT,2020,46,2,141,0.014184397163120567
NEXT,2020,47,2,141,0.014184397163120567
NEXT,2020,49,4,141,0.028368794326241134
NEXT,2020,55,2,141,0.014184397163120567
NEXT,2020,60,4,141,0.028368794326241134
NEXT,2021,0,14,135,0.1037037037037037
NEXT,2021,1,1,135,0.007407407407407408
NEXT,2021,2,8,135,0.05925925925925926
NEXT,2021,3,6,135,0.044444444444444446
NEXT,2021,4,5,135,0.037037037037037035
NEXT,2021,5,14,135,0.1037037037037037
NEXT,2021,7,4,135,0.02962962962962963
NEXT,2021,8,4,135,0.02962962962962963
NEXT,2021,9,3,135,0.022222222222222223
NEXT,2021,10,2,135,0.014814814814814815
NEXT,2021,12,2,135,0.014814814814814815
NEXT,2021,13,7,135,0.05185185185185185
NEXT,2021,14,4,135,0.02962962962962963
NEXT,2021,15,6,135,0.044444444444444446
NEXT,2021,16,2,135,0.014814814814814815
NEXT,2021,17,2,135,0.014814814814814815
NEXT,2021,18,3,135,0.022222222222222223
NEXT,2021,20,1,135,0.007407407407407408
NEXT,2021,21,2,135,0.014814814814814815
NEXT,2021,25,4,135,0.02962962962962963
NEXT,2021,26,1,135,0.007407407407407408
NEXT,2021,27,4,135,0.02962962962962963
NEXT,2021,28,1,135,0.007407407407407408
NEXT,2021,29,1,135,0.007407407407407408
NEXT,2021,30,1,135,0.007407407407407408
NEXT,2021,32,6,135,0.044444444444444446
NEXT,2021,33,1,135,0.007407407407407408
NEXT,2021,36,2,135,0.014814814814814815
NEXT,2021,38,1,135,0.007407407407407408
NEXT,2021,39,2,135,0.014814814814814815
NEXT,2021,40,1,135,0.007407407407407408
NEXT,2021,41,2,135,0.014814814814814815
NEXT,2021,43,1,135,0.007407407407407408
NEXT,2021,44,2,135,0.014814814814814815
NEXT,2021,45,1,135,0.007407407407407408
NEXT,2021,46,2,135,0.014814814814814815
NEXT,2021,49,2,135,0.014814814814814815
NEXT,2021,50,1,135,0.007407407407407408
NEXT,2021,53,2,135,0.014814814814814815
NEXT,2021,54,2,135,0.014814814814814815
NEXT,2021,55,1,135,0.007407407407407408
NEXT,2021,60,4,135,0.02962962962962963
NEXT,2022,0,19,154,0.12337662337662338
NEXT,2022,1,3,154,0.01948051948051948
NEXT,2022,2,8,154,0.05194805194805195
NEXT,2022,3,6,154,0.03896103896103896
NEXT,2022,4,6,154,0.03896103896103896
NEXT,2022,5,8,154,0.05194805194805195
NEXT,2022,7,7,154,0.045454545454545456
NEXT,2022,8,2,154,0.012987012987012988
NEXT,2022,9,2,154,0.012987012987012988
NEXT,2022,10,4,154,0.025974025974025976
NEXT,2022,11,4,154,0.025974025974025976
NEXT,2022,12,3,154,0.01948051948051948
NEXT,2022,13,7,154,0.045454545454545456
NEXT,2022,14,2,154,0.012987012987012988
NEXT,2022,15,7,154,0.045454545454545456
NEXT,2022,16,3,154,0.01948051948051948
NEXT,2022,17,1,154,0.006493506493506494
NEXT,2022,18,2,154,0.012987012987012988
NEXT,2022,20,2,154,0.012987012987012988
NEXT,2022,21,3,154,0.01948051948051948
NEXT,2022,23,2,154,0.012987012987012988
NEXT,2022,25,2,154,0.012987012987012988
NEXT,2022,26,3,154,0.01948051948051948
NEXT,2022,27,2,154,0.012987012987012988
NEXT,2022,28,1,154,0.006493506493506494
NEXT,2022,29,2,154,0.012987012987012988
NEXT,2022,30,2,154,0.012987012987012988
NEXT,2022,32,7,154,0.045454545454545456
NEXT,2022,33,2,154,0.012987012987012988
NEXT,2022,35,1,154,0.006493506493506494
NEXT,2022,36,1,154,0.006493506493506494
NEXT,2022,38,2,154,0.012987012987012988
NEXT,2022,39,1,154,0.006493506493506494
NEXT,2022,40,1,154,0.006493506493506494
NEXT,2022,41,2,154,0.012987012987012988
NEXT,2022,43,1,154,0.006493506493506494
NEXT,2022,44,2,154,0.012987012987012988
NEXT,2022,45,1,154,0.006493506493506494
NEXT,2022,46,7,154,0.045454545454545456
NEXT,2022,47,4,154,0.025974025974025976
NEXT,2022,48,1,154,0.006493506493506494
NEXT,2022,49,2,154,0.012987012987012988
NEXT,2022,50,1,154,0.006493506493506494
NEXT,2022,53,1,154,0.006493506493506494
NEXT,2022,54,1,154,0.006493506493506494
NEXT,2022,60,3,154,0.01948051948051948
NEXT,2023,0,22,159,0.13836477987421383
NEXT,2023,1,1,159,0.006289308176100629
NEXT,2023,2,10,159,0.06289308176100629
NEXT,2023,3,8,159,0.050314465408805034
NEXT,2023,4,2,159,0.012578616352201259
NEXT,2023,5,9,159,0.05660377358490566
NEXT,2023,7,4,159,0.025157232704402517
NEXT,2023,8,2,159,0.012578616352201259
NEXT,2023,9,3,159,0.018867924528301886
NEXT,2023,10,6,159,0.03773584905660377
NEXT,2023,12,4,159,0.025157232704402517
NEXT,2023,13,5,159,0.031446540880503145
NEXT,2023,14,2,159,0.012578616352201259
NEXT,2023,15,5,159,0.031446540880503145
NEXT,2023,16,4,159,0.025157232704402517
NEXT,2023,17,2,159,0.012578616352201259
NEXT,2023,18,5,159,0.031446540880503145
NEXT,2023,20,2,159,0.012578616352201259
NEXT,2023,21,3,159,0.018867924528301886
NEXT,2023,23,2,159,0.012578616352201259
NEXT,2023,25,3,159,0.018867924528301886
NEXT,2023,26,4,159,0.025157232704402517
NEXT,2023,27,1,159,0.006289308176100629
NEXT,2023,28,2,159,0.012578616352201259
NEXT,2023,29,1,159,0.006289308176100629
NEXT,2023,30,2,159,0.012578616352201259
NEXT,2023,32,9,159,0.05660377358490566
NEXT,2023,33,1,159,0.006289308176100629
NEXT,2023,35,3,159,0.018867924528301886
NEXT,2023,36,1,159,0.006289308176100629
NEXT,2023,38,1,159,0.006289308176100629
NEXT,2023,39,1,159,0.006289308176100629
NEXT,2023,40,3,159,0.018867924528301886
NEXT,2023,41,3,159,0.018867924528301886
NEXT,2023,43,1,159,0.006289308176100629
NEXT,2023,44,2,159,0.012578616352201259
NEXT,2023,45,2,159,0.012578616352201259
NEXT,2023,46,4,159,0.025157232704402517
NEXT,2023,47,1,159,0.006289308176100629
NEXT,2023,49,3,159,0.018867924528301886
NEXT,2023,50,1,159,0.006289308176100629
NEXT,2023,51,3,159,0.018867924528301886
NEXT,2023,53,1,159,0.006289308176100629
NEXT,2023,54,1,159,0.006289308176100629
NEXT,2023,60,4,159,0.025157232704402517
NEXT,2024,0,19,166,0.1144578313253012
NEXT,2024,1,5,166,0.030120481927710843
NEXT,2024,2,11,166,0.06626506024096386
NEXT,2024,3,7,166,0.04216867469879518
NEXT,2024,4,3,166,0.018072289156626505
NEXT,2024,5,10,166,0.060240963855421686
NEXT,2024,7,7,166,0.04216867469879518
NEXT,2024,8,3,166,0.018072289156626505
NEXT,2024,9,4,166,0.024096385542168676
NEXT,2024,10,3,166,0.018072289156626505
NEXT,2024,12,4,166,0.024096385542168676
NEXT,2024,13,8,166,0.04819277108433735
NEXT,2024,15,7,166,0.04216867469879518
NEXT,2024,16,4,166,0.024096385542168676
NEXT,2024,17,3,166,0.018072289156626505
NEXT,2024,18,3,166,0.018072289156626505
NEXT,2024,20,5,166,0.030120481927710843
NEXT,2024,23,3,166,0.018072289156626505
NEXT,2024,25,3,166,0.018072289156626505
NEXT,2024,26,2,166,0.012048192771084338
NEXT,2024,27,1,166,0.006024096385542169
NEXT,2024,28,2,166,0.012048192771084338
NEXT,2024,29,1,166,0.006024096385542169
NEXT,2024,30,2,166,0.012048192771084338
NEXT,2024,32,4,166,0.024096385542168676
NEXT,2024,33,3,166,0.018072289156626505
NEXT,2024,35,4,166,0.024096385542168676
NEXT,2024,36,2,166,0.012048192771084338
NEXT,2024,40,1,166,0.006024096385542169
NEXT,2024,41,3,166,0.018072289156626505
NEXT,2024,43,1,166,0.006024096385542169
NEXT,2024,45,2,166,0.012048192771084338
NEXT,2024,46,3,166,0.018072289156626505
NEXT,2024,47,4,166,0.024096385542168676
NEXT,2024,49,1,166,0.006024096385542169
NEXT,2024,50,1,166,0.006024096385542169
NEXT,2024,51,12,166,0.07228915662650602
NEXT,2024,53,1,166,0.006024096385542169
NEXT,2024,58,1,166,0.006024096385542169
NEXT,2024,60,3,166,0.018072289156626505
