company_short,year,topic_0_proportion,topic_1_proportion,topic_2_proportion,topic_3_proportion,topic_4_proportion,topic_5_proportion,topic_6_proportion,topic_7_proportion,topic_8_proportion,topic_9_proportion,topic_10_proportion,topic_11_proportion,topic_12_proportion,topic_13_proportion,topic_14_proportion,topic_15_proportion,topic_16_proportion,topic_17_proportion,topic_18_proportion,topic_19_proportion,topic_20_proportion,topic_21_proportion,topic_22_proportion,topic_23_proportion,topic_24_proportion,topic_25_proportion,topic_26_proportion,topic_27_proportion,topic_28_proportion,topic_29_proportion,topic_30_proportion,topic_31_proportion,topic_32_proportion,topic_33_proportion,topic_34_proportion,topic_35_proportion,topic_36_proportion,topic_37_proportion,topic_38_proportion,topic_39_proportion,topic_40_proportion,topic_41_proportion,topic_42_proportion,topic_43_proportion,topic_44_proportion,topic_45_proportion,topic_46_proportion,topic_47_proportion,topic_48_proportion,topic_49_proportion,topic_50_proportion,topic_51_proportion,topic_52_proportion,topic_53_proportion,topic_54_proportion,topic_55_proportion,topic_56_proportion,topic_57_proportion,topic_58_proportion,topic_59_proportion,topic_60_proportion
MKS,2021,0.15337423312883436,0.0736196319018405,0.07975460122699386,0.049079754601226995,0.006134969325153374,0.018404907975460124,0.0,0.018404907975460124,0.03067484662576687,0.024539877300613498,0.012269938650306749,0.03680981595092025,0.012269938650306749,0.03680981595092025,0.006134969325153374,0.006134969325153374,0.0,0.018404907975460124,0.006134969325153374,0.03680981595092025,0.012269938650306749,0.018404907975460124,0.03067484662576687,0.012269938650306749,0.0,0.0,0.006134969325153374,0.03680981595092025,0.006134969325153374,0.012269938650306749,0.012269938650306749,0.05521472392638037,0.0,0.012269938650306749,0.018404907975460124,0.0,0.006134969325153374,0.0,0.006134969325153374,0.012269938650306749,0.006134969325153374,0.018404907975460124,0.0,0.0,0.006134969325153374,0.006134969325153374,0.006134969325153374,0.006134969325153374,0.0,0.006134969325153374,0.0,0.006134969325153374,0.0,0.012269938650306749,0.006134969325153374,0.006134969325153374,0.012269938650306749,0.018404907975460124,0.0,0.0,0.0
MKS,2022,0.14814814814814814,0.05555555555555555,0.06172839506172839,0.04938271604938271,0.012345679012345678,0.024691358024691357,0.0,0.030864197530864196,0.018518518518518517,0.024691358024691357,0.018518518518518517,0.05555555555555555,0.006172839506172839,0.018518518518518517,0.018518518518518517,0.006172839506172839,0.0,0.024691358024691357,0.006172839506172839,0.04938271604938271,0.006172839506172839,0.012345679012345678,0.05555555555555555,0.006172839506172839,0.0,0.006172839506172839,0.018518518518518517,0.030864197530864196,0.012345679012345678,0.012345679012345678,0.006172839506172839,0.037037037037037035,0.0,0.006172839506172839,0.018518518518518517,0.0,0.006172839506172839,0.0,0.024691358024691357,0.006172839506172839,0.012345679012345678,0.018518518518518517,0.0,0.006172839506172839,0.0,0.0,0.006172839506172839,0.006172839506172839,0.0,0.0,0.006172839506172839,0.0,0.006172839506172839,0.006172839506172839,0.006172839506172839,0.006172839506172839,0.012345679012345678,0.0,0.012345679012345678,0.0,0.0
MKS,2023,0.1625,0.025,0.0625,0.05625,0.025,0.01875,0.0,0.00625,0.01875,0.04375,0.025,0.01875,0.0125,0.01875,0.0125,0.00625,0.0,0.0125,0.01875,0.0625,0.00625,0.0125,0.075,0.00625,0.0,0.00625,0.01875,0.0375,0.0125,0.0125,0.00625,0.025,0.0,0.01875,0.0125,0.0,0.00625,0.0,0.0125,0.00625,0.00625,0.025,0.0,0.0,0.00625,0.01875,0.0,0.0,0.0,0.00625,0.00625,0.0,0.0125,0.0125,0.00625,0.00625,0.00625,0.0,0.00625,0.0,0.0
MKS,2024,0.14285714285714285,0.034013605442176874,0.05442176870748299,0.034013605442176874,0.027210884353741496,0.006802721088435374,0.0,0.04081632653061224,0.034013605442176874,0.006802721088435374,0.034013605442176874,0.0,0.013605442176870748,0.027210884353741496,0.02040816326530612,0.006802721088435374,0.0,0.013605442176870748,0.02040816326530612,0.07482993197278912,0.006802721088435374,0.006802721088435374,0.061224489795918366,0.013605442176870748,0.0,0.0,0.013605442176870748,0.04081632653061224,0.0,0.006802721088435374,0.006802721088435374,0.034013605442176874,0.006802721088435374,0.0,0.027210884353741496,0.0,0.013605442176870748,0.0,0.027210884353741496,0.013605442176870748,0.006802721088435374,0.02040816326530612,0.0,0.0,0.006802721088435374,0.02040816326530612,0.0,0.006802721088435374,0.0,0.006802721088435374,0.0,0.006802721088435374,0.0,0.013605442176870748,0.006802721088435374,0.006802721088435374,0.013605442176870748,0.006802721088435374,0.006802721088435374,0.0,0.0
NEXT,2019,0.1592920353982301,0.017699115044247787,0.061946902654867256,0.05309734513274336,0.017699115044247787,0.09734513274336283,0.0,0.02654867256637168,0.017699115044247787,0.017699115044247787,0.0,0.008849557522123894,0.017699115044247787,0.061946902654867256,0.008849557522123894,0.04424778761061947,0.0,0.035398230088495575,0.02654867256637168,0.0,0.0,0.017699115044247787,0.0,0.017699115044247787,0.0,0.017699115044247787,0.008849557522123894,0.017699115044247787,0.008849557522123894,0.0,0.008849557522123894,0.0,0.05309734513274336,0.017699115044247787,0.0,0.008849557522123894,0.008849557522123894,0.0,0.0,0.008849557522123894,0.0,0.017699115044247787,0.0,0.0,0.008849557522123894,0.0,0.061946902654867256,0.008849557522123894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017699115044247787,0.0,0.0,0.0,0.017699115044247787
NEXT,2020,0.1773049645390071,0.0070921985815602835,0.0851063829787234,0.04964539007092199,0.04964539007092199,0.07801418439716312,0.0,0.02127659574468085,0.014184397163120567,0.02127659574468085,0.0,0.0,0.02127659574468085,0.03546099290780142,0.014184397163120567,0.0425531914893617,0.0070921985815602835,0.0070921985815602835,0.02127659574468085,0.0,0.0,0.02127659574468085,0.0,0.02127659574468085,0.0,0.02127659574468085,0.028368794326241134,0.0070921985815602835,0.0,0.0,0.0070921985815602835,0.0,0.03546099290780142,0.02127659574468085,0.0070921985815602835,0.0070921985815602835,0.014184397163120567,0.0,0.0,0.0070921985815602835,0.014184397163120567,0.0070921985815602835,0.0,0.0070921985815602835,0.02127659574468085,0.0,0.014184397163120567,0.014184397163120567,0.0,0.028368794326241134,0.0,0.0,0.0,0.0,0.0,0.014184397163120567,0.0,0.0,0.0,0.0,0.028368794326241134
NEXT,2021,0.1037037037037037,0.007407407407407408,0.05925925925925926,0.044444444444444446,0.037037037037037035,0.1037037037037037,0.0,0.02962962962962963,0.02962962962962963,0.022222222222222223,0.014814814814814815,0.0,0.014814814814814815,0.05185185185185185,0.02962962962962963,0.044444444444444446,0.014814814814814815,0.014814814814814815,0.022222222222222223,0.0,0.007407407407407408,0.014814814814814815,0.0,0.0,0.0,0.02962962962962963,0.007407407407407408,0.02962962962962963,0.007407407407407408,0.007407407407407408,0.007407407407407408,0.0,0.044444444444444446,0.007407407407407408,0.0,0.0,0.014814814814814815,0.0,0.007407407407407408,0.014814814814814815,0.007407407407407408,0.014814814814814815,0.0,0.007407407407407408,0.014814814814814815,0.007407407407407408,0.014814814814814815,0.0,0.0,0.014814814814814815,0.007407407407407408,0.0,0.0,0.014814814814814815,0.014814814814814815,0.007407407407407408,0.0,0.0,0.0,0.0,0.02962962962962963
NEXT,2022,0.12337662337662338,0.01948051948051948,0.05194805194805195,0.03896103896103896,0.03896103896103896,0.05194805194805195,0.0,0.045454545454545456,0.012987012987012988,0.012987012987012988,0.025974025974025976,0.025974025974025976,0.01948051948051948,0.045454545454545456,0.012987012987012988,0.045454545454545456,0.01948051948051948,0.006493506493506494,0.012987012987012988,0.0,0.012987012987012988,0.01948051948051948,0.0,0.012987012987012988,0.0,0.012987012987012988,0.01948051948051948,0.012987012987012988,0.006493506493506494,0.012987012987012988,0.012987012987012988,0.0,0.045454545454545456,0.012987012987012988,0.0,0.006493506493506494,0.006493506493506494,0.0,0.012987012987012988,0.006493506493506494,0.006493506493506494,0.012987012987012988,0.0,0.006493506493506494,0.012987012987012988,0.006493506493506494,0.045454545454545456,0.025974025974025976,0.006493506493506494,0.012987012987012988,0.006493506493506494,0.0,0.0,0.006493506493506494,0.006493506493506494,0.0,0.0,0.0,0.0,0.0,0.01948051948051948
NEXT,2023,0.13836477987421383,0.006289308176100629,0.06289308176100629,0.050314465408805034,0.012578616352201259,0.05660377358490566,0.0,0.025157232704402517,0.012578616352201259,0.018867924528301886,0.03773584905660377,0.0,0.025157232704402517,0.031446540880503145,0.012578616352201259,0.031446540880503145,0.025157232704402517,0.012578616352201259,0.031446540880503145,0.0,0.012578616352201259,0.018867924528301886,0.0,0.012578616352201259,0.0,0.018867924528301886,0.025157232704402517,0.006289308176100629,0.012578616352201259,0.006289308176100629,0.012578616352201259,0.0,0.05660377358490566,0.006289308176100629,0.0,0.018867924528301886,0.006289308176100629,0.0,0.006289308176100629,0.006289308176100629,0.018867924528301886,0.018867924528301886,0.0,0.006289308176100629,0.012578616352201259,0.012578616352201259,0.025157232704402517,0.006289308176100629,0.0,0.018867924528301886,0.006289308176100629,0.018867924528301886,0.0,0.006289308176100629,0.006289308176100629,0.0,0.0,0.0,0.0,0.0,0.025157232704402517
NEXT,2024,0.1144578313253012,0.030120481927710843,0.06626506024096386,0.04216867469879518,0.018072289156626505,0.060240963855421686,0.0,0.04216867469879518,0.018072289156626505,0.024096385542168676,0.018072289156626505,0.0,0.024096385542168676,0.04819277108433735,0.0,0.04216867469879518,0.024096385542168676,0.018072289156626505,0.018072289156626505,0.0,0.030120481927710843,0.0,0.0,0.018072289156626505,0.0,0.018072289156626505,0.012048192771084338,0.006024096385542169,0.012048192771084338,0.006024096385542169,0.012048192771084338,0.0,0.024096385542168676,0.018072289156626505,0.0,0.024096385542168676,0.012048192771084338,0.0,0.0,0.0,0.006024096385542169,0.018072289156626505,0.0,0.006024096385542169,0.0,0.012048192771084338,0.018072289156626505,0.024096385542168676,0.0,0.006024096385542169,0.006024096385542169,0.07228915662650602,0.0,0.006024096385542169,0.0,0.0,0.0,0.0,0.006024096385542169,0.0,0.018072289156626505
