company_short,year,word_count,clean_word_count,vader_neg,vader_neu,vader_pos,vader_compound,topic_0_proportion,topic_1_proportion,topic_2_proportion,topic_3_proportion,topic_4_proportion,topic_5_proportion,topic_6_proportion,topic_7_proportion,topic_8_proportion,topic_9_proportion,topic_10_proportion,topic_11_proportion,topic_12_proportion,topic_13_proportion,topic_14_proportion,topic_15_proportion,topic_16_proportion,topic_17_proportion,topic_18_proportion,topic_19_proportion,topic_20_proportion,topic_21_proportion,topic_22_proportion,topic_23_proportion,topic_24_proportion,topic_25_proportion,topic_26_proportion,topic_27_proportion,topic_28_proportion,topic_29_proportion,topic_30_proportion,topic_31_proportion,topic_32_proportion,topic_33_proportion,topic_34_proportion,topic_35_proportion,topic_36_proportion,topic_37_proportion,topic_38_proportion,topic_39_proportion,topic_40_proportion,topic_41_proportion,topic_42_proportion,topic_43_proportion,topic_44_proportion,topic_45_proportion,topic_46_proportion,topic_47_proportion,topic_48_proportion,topic_49_proportion,topic_50_proportion,topic_51_proportion,topic_52_proportion,topic_53_proportion,topic_54_proportion,topic_55_proportion,topic_56_proportion,topic_57_proportion,topic_58_proportion,topic_59_proportion,topic_60_proportion,scope_1_emissions_tco2e,scope_2_emissions_tco2e,scope_3_emissions_tco2e,total_emissions_tco2e,energy_consumption_mwh,renewable_energy_percent,waste_tonnes,recycling_percent,esg_notes,total_valid_chunks,esg_topic_chunks,esg_topic_proportion
BOOHOO,2023,67498,66005,0.034813953488372,0.8373255813953485,0.127953488372093,0.8055744186046513,0.2328767123287671,0.0136986301369863,0.0,0.0410958904109589,0.0,0.0136986301369863,0.0,0.0136986301369863,0.0273972602739726,0.0136986301369863,0.0410958904109589,0.0136986301369863,0.0684931506849315,0.0,0.0,0.0136986301369863,0.0,0.0136986301369863,0.0136986301369863,0.0,0.0273972602739726,0.0547945205479452,0.0,0.0273972602739726,0.0,0.0410958904109589,0.0136986301369863,0.0,0.0136986301369863,0.0,0.0136986301369863,0.0,0.0,0.0136986301369863,0.0136986301369863,0.0410958904109589,0.0,0.0,0.0136986301369863,0.0136986301369863,0.0136986301369863,0.0,0.0684931506849315,0.0273972602739726,0.0136986301369863,0.0136986301369863,0.0,0.0,0.0,0.0136986301369863,0.0,0.0,0.0136986301369863,0.0,0.0,0.0136986301369863,0.0,0.0,0.0136986301369863,0.0,0.0,,,,,,,,,,73,16,0.2191780821917808
BOOHOO,2024,69657,70254,0.0291477272727272,0.8650795454545454,0.1057727272727272,0.84455,0.2266666666666666,0.0133333333333333,0.0133333333333333,0.0533333333333333,0.0,0.0,0.0,0.0133333333333333,0.04,0.0,0.0666666666666666,0.0,0.04,0.0,0.0133333333333333,0.0,0.0266666666666666,0.0,0.0133333333333333,0.0,0.0666666666666666,0.04,0.0,0.0133333333333333,0.0,0.04,0.0,0.0,0.04,0.0133333333333333,0.0133333333333333,0.0,0.0,0.0,0.0133333333333333,0.0266666666666666,0.0,0.0,0.0,0.0133333333333333,0.0133333333333333,0.0,0.0666666666666666,0.0266666666666666,0.0,0.0133333333333333,0.0,0.0,0.0,0.0133333333333333,0.0266666666666666,0.0,0.0,0.0,0.0133333333333333,0.0,0.0,0.0,0.0133333333333333,0.0133333333333333,0.0,,,,,,,2.6,,waste/recycling amount = 2.6 tonnes; ,75,21,0.28
JD,2019,73225,71977,0.0286195652173913,0.8707282608695652,0.1006521739130434,0.863616304347826,0.1098901098901098,0.0879120879120879,0.0109890109890109,0.0219780219780219,0.0549450549450549,0.0,0.1208791208791208,0.0109890109890109,0.0219780219780219,0.0109890109890109,0.0,0.0439560439560439,0.0109890109890109,0.0,0.0329670329670329,0.0109890109890109,0.0329670329670329,0.0109890109890109,0.0219780219780219,0.0,0.0219780219780219,0.0109890109890109,0.0,0.0109890109890109,0.0,0.0,0.0109890109890109,0.0,0.0219780219780219,0.0109890109890109,0.0109890109890109,0.0,0.0,0.0219780219780219,0.0,0.0,0.0109890109890109,0.0659340659340659,0.0,0.0109890109890109,0.0,0.0,0.0,0.0219780219780219,0.0,0.0,0.0109890109890109,0.0,0.0329670329670329,0.0,0.0109890109890109,0.0,0.0109890109890109,0.0219780219780219,0.0219780219780219,0.0,0.0109890109890109,0.0109890109890109,0.0219780219780219,0.0,0.0,,,,,,85.0,4756.0,98.0,renewable energy percentage = 85.0 %; waste/recycling amount = 4756.0 tonnes; recycling/recycled percentage = 98.0 %; ,91,15,0.1648351648351648
JD,2020,90667,89548,0.0320782608695652,0.8663217391304348,0.1015652173913043,0.8918095652173913,0.1238938053097345,0.0707964601769911,0.0265486725663716,0.0265486725663716,0.0973451327433628,0.0088495575221238,0.079646017699115,0.0,0.0176991150442477,0.0176991150442477,0.0,0.0442477876106194,0.0265486725663716,0.0,0.0265486725663716,0.0176991150442477,0.0353982300884955,0.0,0.0,0.0,0.0530973451327433,0.0088495575221238,0.0,0.0,0.0,0.0,0.0176991150442477,0.0,0.0176991150442477,0.0,0.0176991150442477,0.0,0.0,0.0176991150442477,0.0,0.0,0.0088495575221238,0.0530973451327433,0.0,0.0088495575221238,0.0,0.0,0.0,0.0176991150442477,0.0176991150442477,0.0088495575221238,0.0176991150442477,0.0,0.0353982300884955,0.0,0.0088495575221238,0.0088495575221238,0.0,0.0,0.0176991150442477,0.0088495575221238,0.0088495575221238,0.0088495575221238,0.0088495575221238,0.0088495575221238,0.0,,,,,,,5491.0,,waste/recycling amount = 5491.0 tonnes; ,113,24,0.2123893805309734
JD,2021,108609,107383,0.0333260869565217,0.8626014492753623,0.1040289855072463,0.8936021739130434,0.1159420289855072,0.0869565217391304,0.036231884057971,0.0144927536231884,0.072463768115942,0.0,0.0942028985507246,0.0072463768115942,0.0217391304347826,0.0217391304347826,0.0144927536231884,0.0289855072463768,0.0289855072463768,0.0,0.0434782608695652,0.0,0.0507246376811594,0.0072463768115942,0.0,0.0,0.0144927536231884,0.0072463768115942,0.0,0.0217391304347826,0.0,0.0,0.0144927536231884,0.0,0.0,0.0,0.0144927536231884,0.0,0.0,0.0072463768115942,0.0,0.0,0.0072463768115942,0.0434782608695652,0.0217391304347826,0.0072463768115942,0.0,0.0,0.0,0.0289855072463768,0.0072463768115942,0.0072463768115942,0.0072463768115942,0.0144927536231884,0.036231884057971,0.0072463768115942,0.0289855072463768,0.0144927536231884,0.0072463768115942,0.0,0.0072463768115942,0.0,0.0,0.0217391304347826,0.0072463768115942,0.0,0.0,,,,,,,5173.0,,waste/recycling amount = 5173.0 tonnes; ,138,35,0.2536231884057971
JD,2022,125828,124110,0.0291761006289308,0.8706163522012579,0.1001698113207547,0.8892490566037736,0.0921052631578947,0.1184210526315789,0.0197368421052631,0.0131578947368421,0.0460526315789473,0.006578947368421,0.1513157894736842,0.006578947368421,0.006578947368421,0.0197368421052631,0.0394736842105263,0.0328947368421052,0.0328947368421052,0.006578947368421,0.0197368421052631,0.0131578947368421,0.0263157894736842,0.0197368421052631,0.0197368421052631,0.0,0.006578947368421,0.006578947368421,0.0,0.0131578947368421,0.0,0.0,0.0131578947368421,0.0,0.0131578947368421,0.0,0.006578947368421,0.0,0.0,0.0131578947368421,0.0,0.0,0.006578947368421,0.0394736842105263,0.006578947368421,0.0197368421052631,0.0,0.0,0.0,0.006578947368421,0.0197368421052631,0.006578947368421,0.0,0.0,0.0131578947368421,0.0,0.0131578947368421,0.006578947368421,0.006578947368421,0.006578947368421,0.006578947368421,0.0131578947368421,0.0131578947368421,0.0197368421052631,0.0,0.0328947368421052,0.0,,,,,,,5638.0,98.8,waste/recycling amount = 5638.0 tonnes; recycling/recycled percentage = 98.8 %; ,152,35,0.2302631578947368
JD,2023,144835,142990,0.0303027027027027,0.8638702702702704,0.1058162162162162,0.8655902702702704,0.1153846153846153,0.0989010989010989,0.0109890109890109,0.0109890109890109,0.0329670329670329,0.0,0.1263736263736263,0.0109890109890109,0.0274725274725274,0.0164835164835164,0.0329670329670329,0.0274725274725274,0.0219780219780219,0.0054945054945054,0.0219780219780219,0.0109890109890109,0.0384615384615384,0.0164835164835164,0.0164835164835164,0.0109890109890109,0.0164835164835164,0.0054945054945054,0.0,0.0054945054945054,0.0,0.0,0.0109890109890109,0.0,0.0054945054945054,0.0,0.0164835164835164,0.0054945054945054,0.0054945054945054,0.0109890109890109,0.0054945054945054,0.0109890109890109,0.0109890109890109,0.0329670329670329,0.0164835164835164,0.0164835164835164,0.0,0.0,0.0,0.0109890109890109,0.0,0.0,0.0,0.0054945054945054,0.0439560439560439,0.0109890109890109,0.0054945054945054,0.0,0.0,0.0,0.0054945054945054,0.0164835164835164,0.0,0.0219780219780219,0.0054945054945054,0.0439560439560439,0.0,,,,,,,5219.0,,waste/recycling amount = 5219.0 tonnes; ,182,43,0.2362637362637362
JD,2024,141112,138735,0.0311611111111111,0.8665611111111111,0.1023111111111111,0.8730944444444444,0.0813953488372093,0.1220930232558139,0.0232558139534883,0.0232558139534883,0.0348837209302325,0.0116279069767441,0.1220930232558139,0.0290697674418604,0.0232558139534883,0.0116279069767441,0.0348837209302325,0.0232558139534883,0.0174418604651162,0.005813953488372,0.0174418604651162,0.0116279069767441,0.0290697674418604,0.0174418604651162,0.0,0.005813953488372,0.0174418604651162,0.0116279069767441,0.0,0.0116279069767441,0.0,0.005813953488372,0.005813953488372,0.0,0.0174418604651162,0.005813953488372,0.0232558139534883,0.0,0.005813953488372,0.005813953488372,0.0,0.005813953488372,0.005813953488372,0.0290697674418604,0.005813953488372,0.005813953488372,0.0,0.0,0.0,0.0116279069767441,0.0116279069767441,0.0174418604651162,0.0,0.0174418604651162,0.0348837209302325,0.0116279069767441,0.005813953488372,0.005813953488372,0.0,0.005813953488372,0.005813953488372,0.0174418604651162,0.0,0.005813953488372,0.0116279069767441,0.0290697674418604,0.0,,,,,,,,,,172,34,0.1976744186046511
MKS,2019,112192,110798,0.030838028169014,0.8500774647887325,0.119112676056338,0.8761612676056337,0.1407407407407407,0.0592592592592592,0.0666666666666666,0.0518518518518518,0.0296296296296296,0.0,0.0,0.0296296296296296,0.0444444444444444,0.0148148148148148,0.0,0.0148148148148148,0.0074074074074074,0.037037037037037,0.0148148148148148,0.0148148148148148,0.0,0.0074074074074074,0.0222222222222222,0.0222222222222222,0.0074074074074074,0.0222222222222222,0.0666666666666666,0.0148148148148148,0.0,0.0,0.0074074074074074,0.0518518518518518,0.0,0.0074074074074074,0.0148148148148148,0.0222222222222222,0.0074074074074074,0.0,0.0296296296296296,0.0074074074074074,0.0148148148148148,0.0,0.0,0.0148148148148148,0.0074074074074074,0.0296296296296296,0.0,0.0,0.0074074074074074,0.0,0.0,0.0148148148148148,0.0,0.0,0.0074074074074074,0.0148148148148148,0.0,0.0074074074074074,0.0074074074074074,0.0074074074074074,0.0148148148148148,0.0074074074074074,0.0074074074074074,0.0,0.0,,,,,,,,,,135,6,0.0444444444444444
MKS,2020,138943,137055,0.0335738636363636,0.8529318181818181,0.1134545454545454,0.904069318181818,0.1829268292682926,0.0609756097560975,0.0365853658536585,0.0426829268292682,0.0121951219512195,0.0121951219512195,0.0,0.0304878048780487,0.0121951219512195,0.0304878048780487,0.0,0.0670731707317073,0.0060975609756097,0.0182926829268292,0.0304878048780487,0.0060975609756097,0.0,0.0060975609756097,0.0182926829268292,0.048780487804878,0.0,0.024390243902439,0.024390243902439,0.0121951219512195,0.0,0.0060975609756097,0.0060975609756097,0.0365853658536585,0.0060975609756097,0.024390243902439,0.0060975609756097,0.073170731707317,0.0,0.0121951219512195,0.0365853658536585,0.0,0.0121951219512195,0.0,0.0,0.0060975609756097,0.0060975609756097,0.0182926829268292,0.0,0.0,0.0,0.0,0.0,0.0060975609756097,0.0,0.0121951219512195,0.0,0.0,0.0,0.0060975609756097,0.0121951219512195,0.0121951219512195,0.0,0.0121951219512195,0.0060975609756097,0.0,0.0,,,,,,,,,,164,14,0.0853658536585365
MKS,2021,142722,140872,0.0323314917127071,0.8506850828729283,0.116939226519337,0.9010834254143644,0.1533742331288343,0.0736196319018405,0.0797546012269938,0.0490797546012269,0.0061349693251533,0.0184049079754601,0.0,0.0184049079754601,0.0306748466257668,0.0245398773006134,0.0122699386503067,0.0368098159509202,0.0122699386503067,0.0368098159509202,0.0061349693251533,0.0061349693251533,0.0,0.0184049079754601,0.0061349693251533,0.0368098159509202,0.0122699386503067,0.0184049079754601,0.0306748466257668,0.0122699386503067,0.0,0.0,0.0061349693251533,0.0368098159509202,0.0061349693251533,0.0122699386503067,0.0122699386503067,0.0552147239263803,0.0,0.0122699386503067,0.0184049079754601,0.0,0.0061349693251533,0.0,0.0061349693251533,0.0122699386503067,0.0061349693251533,0.0184049079754601,0.0,0.0,0.0061349693251533,0.0061349693251533,0.0061349693251533,0.0061349693251533,0.0,0.0061349693251533,0.0,0.0061349693251533,0.0,0.0122699386503067,0.0061349693251533,0.0061349693251533,0.0122699386503067,0.0184049079754601,0.0,0.0,0.0,,,,,,,5000.0,,waste/recycling amount = 5000.0 tonnes; ,163,17,0.1042944785276073
MKS,2022,140245,138526,0.0329887640449438,0.8514831460674157,0.1156179775280898,0.8913112359550562,0.1481481481481481,0.0555555555555555,0.0617283950617283,0.0493827160493827,0.0123456790123456,0.0246913580246913,0.0,0.0308641975308641,0.0185185185185185,0.0246913580246913,0.0185185185185185,0.0555555555555555,0.0061728395061728,0.0185185185185185,0.0185185185185185,0.0061728395061728,0.0,0.0246913580246913,0.0061728395061728,0.0493827160493827,0.0061728395061728,0.0123456790123456,0.0555555555555555,0.0061728395061728,0.0,0.0061728395061728,0.0185185185185185,0.0308641975308641,0.0123456790123456,0.0123456790123456,0.0061728395061728,0.037037037037037,0.0,0.0061728395061728,0.0185185185185185,0.0,0.0061728395061728,0.0,0.0246913580246913,0.0061728395061728,0.0123456790123456,0.0185185185185185,0.0,0.0061728395061728,0.0,0.0,0.0061728395061728,0.0061728395061728,0.0,0.0,0.0061728395061728,0.0,0.0061728395061728,0.0061728395061728,0.0061728395061728,0.0061728395061728,0.0123456790123456,0.0,0.0123456790123456,0.0,0.0,,,,,,,,,,162,21,0.1296296296296296
MKS,2023,141460,139311,0.0344388888888888,0.8457388888888889,0.1198444444444444,0.8653916666666667,0.1625,0.025,0.0625,0.05625,0.025,0.01875,0.0,0.00625,0.01875,0.04375,0.025,0.01875,0.0125,0.01875,0.0125,0.00625,0.0,0.0125,0.01875,0.0625,0.00625,0.0125,0.075,0.00625,0.0,0.00625,0.01875,0.0375,0.0125,0.0125,0.00625,0.025,0.0,0.01875,0.0125,0.0,0.00625,0.0,0.0125,0.00625,0.00625,0.025,0.0,0.0,0.00625,0.01875,0.0,0.0,0.0,0.00625,0.00625,0.0,0.0125,0.0125,0.00625,0.00625,0.00625,0.0,0.00625,0.0,0.0,,,,,,,,,,160,18,0.1125
